id_fornecedor,cnpj,nome_fornecedor,cidade,uf,porte
10745,61190168601764,Prime Alimentação 10745,Juazeiro,SC,ME
10746,37738252620974,Sul Engenharia 10746,Fortaleza,SC,ME
10747,61114575369257,Central Sistemas 10747,Belém,BA,EPP
10748,58325967956043,Brasil Obras 10748,Belo Horizonte,AM,GRANDE
10749,39016857774866,Brasil Obras 10749,Salvador,SC,GRANDE
10750,48439010100072,Top Energia 10750,Salvador,RN,MEI
10751,76323127937254,Digital Soluções 10751,Porto Alegre,PR,MEI
10752,56360070287550,Beta Tecnologia 10752,Belo Horizonte,DF,EPP
10753,10135950550672,Central Sistemas 10753,Recife,GO,ME
10754,80731548696381,Central Sistemas 10754,Porto Alegre,CE,MÉDIA
10755,69886639801748,Delta Saúde 10755,Belém,PR,MÉDIA
10756,64196897675360,Beta Tecnologia 10756,Porto Alegre,PR,ME
10757,61420130803531,Prime Alimentação 10757,São Paulo,RS,GRANDE
10758,38518539566867,Brasil Obras 10758,Juazeiro,PA,ME
10759,56313350279483,Alpha Serviços 10759,Belo Horizonte,SP,MEI
10760,59123238490088,Top Energia 10760,Brasília,DF,ME
10761,49247688245397,Top Energia 10761,Manaus,MG,MÉDIA
10762,44435797904955,Sul Engenharia 10762,Belo Horizonte,RS,GRANDE
10763,31805738438891,Delta Saúde 10763,Juazeiro,RS,MÉDIA
10764,95021389224197,Gamma Construções 10764,Curitiba,MA,MÉDIA
10765,86805194682826,Norte Transportes 10765,Curitiba,RS,ME
10766,62789642483021,Omega Consultoria 10766,Sobral,SC,MÉDIA
10767,98552945643018,Delta Saúde 10767,Manaus,AM,MÉDIA
10768,40754699855749,Max Limpeza 10768,Belém,BA,MÉDIA
10769,54526054228219,Beta Tecnologia 10769,Belém,RJ,MÉDIA
10770,98013267957118,Alpha Serviços 10770,Salvador,MG,ME
10771,59430822712888,Central Sistemas 10771,Brasília,DF,ME
10772,60369756882120,Max Limpeza 10772,Fortaleza,SC,ME
10773,11317112518333,Omega Consultoria 10773,Fortaleza,PR,EPP
10774,77963529403146,Gamma Construções 10774,Fortaleza,PR,MEI
10775,58137763965216,Top Energia 10775,Recife,CE,MEI
10776,59731798450013,Central Sistemas 10776,Belo Horizonte,RJ,MEI
10777,83317430922425,Digital Soluções 10777,Curitiba,CE,ME
10778,78376554731072,Nova Segurança 10778,Juazeiro,MG,MEI
10779,51429646388116,Top Energia 10779,São Paulo,RS,MÉDIA
10780,13142649259656,Nova Segurança 10780,Rio de Janeiro,MA,MÉDIA
10781,22692765717865,Alpha Serviços 10781,Curitiba,DF,EPP
10782,41012085178556,Central Sistemas 10782,Rio de Janeiro,GO,ME
10783,84074209454381,CENTRAL SISTEMAS 10783,Manaus,PA,ME
10784,35758607172067,Brasil Obras 10784,São Paulo,GO,EPP
10785,89937746895195,Gamma Construções 10785,Curitiba,MG,GRANDE
10786,19698864139160,Digital Soluções 10786,São Paulo,DF,EPP
10787,95529660998034,Top Energia 10787,Salvador,PA,MÉDIA
10788,43767228698291,Sul Engenharia 10788,Recife,BA,EPP
10789,25733416978082,Gamma Construções 10789,Porto Alegre,RJ,ME
10790,16128905857667,Brasil Obras 10790,Belém,SC,MEI
10791,98050725288498,Digital Soluções 10791,São Paulo,GO,EPP
10792,14280912168249,Norte Transportes 10792,Brasília,DF,EPP
10793,69216723250234,Max Limpeza 10793,Curitiba,RJ,ME
10794,45088073213025,Central Sistemas 10794,Porto Alegre,BA,ME
10795,23391587958593,Top Energia 10795,Salvador,GO,MÉDIA
10796,66570982715222,Max Limpeza 10796,São Paulo,RS,EPP
10797,14541485439297,Alpha Serviços 10797,Recife,BA,GRANDE
10798,53010294826942,Digital Soluções 10798,Belo Horizonte,SC,EPP
10799,37826137830851,Max Limpeza 10799,Salvador,PE,EPP
10800,75875304753874,Beta Tecnologia 10800,Juazeiro,PE,EPP
10801,70842887828451,Sul Engenharia 10801,Belo Horizonte,GO,MÉDIA
10802,37286196561038,Rápida Logística 10802,Curitiba,BA,GRANDE
10803,13888691425554,Top Energia 10803,Fortaleza,RS,MEI
10804,56835091406174,Norte Transportes 10804,Rio de Janeiro,MG,ME
10805,35654607682733,Prime Alimentação 10805,Curitiba,SP,ME
10806,98795328683959,Alpha Serviços 10806,Salvador,DF,EPP
10807,48633185780247,Omega Consultoria 10807,Belém,GO,MEI
10808,82291256243282,Sul Engenharia 10808,Belém,PR,MÉDIA
10809,96567720318329,Brasil Obras 10809,Rio de Janeiro,SC,EPP
10810,95939000465471,Omega Consultoria 10810,Belém,AM,EPP
10811,27118428484772,Top Energia 10811,Curitiba,AM,MÉDIA
10812,90536065492416,Nova Segurança 10812,Rio de Janeiro,AM,ME
10813,47228494678587,Prime Alimentação 10813,Porto Alegre,PA,MÉDIA
10814,85048685783424,Nova Segurança 10814,Sobral,DF,ME
10815,56788754618451,Brasil Obras 10815,Recife,RJ,ME
10816,93073689963828,Delta Saúde 10816,Manaus,PR,MÉDIA
10817,96081593861772,Brasil Obras 10817,Manaus,DF,MEI
10818,44329761784062,Max Limpeza 10818,Sobral,RS,MÉDIA
10819,90918360740095,Beta Tecnologia 10819,Belém,PE,EPP
10820,47730728174053,Nova Segurança 10820,Rio de Janeiro,RS,MEI
10821,99760493689472,Rápida Logística 10821,Manaus,MG,MEI
10822,66279636633415,Norte Transportes 10822,Salvador,CE,ME
10823,47185040177739,Top Energia 10823,Belo Horizonte,DF,EPP
10824,74784080823729,Rápida Logística 10824,Belo Horizonte,MA,EPP
10825,68899154303827,Alpha Serviços 10825,Sobral,RS,GRANDE
10826,96399750648827,Prime Alimentação 10826,Porto Alegre,SC,GRANDE
10827,14454694547119,Rápida Logística 10827,Belo Horizonte,MA,ME
10828,62511186490366,Max Limpeza 10828,São Paulo,GO,ME
10829,28675165230718,Norte Transportes 10829,Salvador,MG,MEI
10830,18603867165033,RÁPIDA LOGÍSTICA 10830,Rio de Janeiro,PR,EPP
10831,82039073646232,Alpha Serviços 10831,Fortaleza,RJ,MEI
10832,93851452784879,Beta Tecnologia 10832,Brasília,PR,ME
10833,90870458771095,Sul Engenharia 10833,Brasília,RS,ME
10834,39720910870419,Norte Transportes 10834,Manaus,BA,EPP
10835,37013040902621,Central Sistemas 10835,Manaus,AM,ME
10836,55076814406418,Nova Segurança 10836,Fortaleza,RN,ME
10837,31234153581466,Alpha Serviços 10837,Curitiba,RS,EPP
10838,70786921218338,Norte Transportes 10838,Juazeiro,PE,EPP
10839,19373887108344,Norte Transportes 10839,Recife,PR,EPP
10840,65944625433613,Gamma Construções 10840,Belém,CE,ME
10841,29796813489441,Max Limpeza 10841,Belo Horizonte,GO,ME
10842,84229769638198,Prime Alimentação 10842,Salvador,BA,ME
10843,25795046433217,Top Energia 10843,Belém,RS,EPP
10844,11811423931453,Beta Tecnologia 10844,Curitiba,DF,EPP
10845,69382828348614,Prime Alimentação 10845,Belo Horizonte,GO,EPP
10846,90349750692573,Top Energia 10846,Belém,SC,MÉDIA
10847,58004484463847,Brasil Obras 10847,Juazeiro,AM,ME
10848,30453203407037,Delta Saúde 10848,Belo Horizonte,SP,MEI
10849,56958722970792,Gamma Construções 10849,Belém,RN,MÉDIA
10850,59032598280193,Norte Transportes 10850,Porto Alegre,SC,ME
10851,38175219420688,Delta Saúde 10851,Brasília,MG,ME
10852,33699073515691,Prime Alimentação 10852,São Paulo,CE,MEI
10853,38609994661813,Beta Tecnologia 10853,Rio de Janeiro,GO,MEI
10854,99603917477069,Max Limpeza 10854,Belo Horizonte,SC,ME
10855,55054099490546,Central Sistemas 10855,Recife,GO,ME
10856,11599217349643,Top Energia 10856,Recife,CE,MÉDIA
10857,43221715346167,Brasil Obras 10857,Recife,MG,MEI
10858,84622085902096,Nova Segurança 10858,Juazeiro,DF,ME
10859,68470823469867,Digital Soluções 10859,Manaus,RN,EPP
10860,21914556835157,Top Energia 10860,Brasília,SC,MÉDIA
10861,24862849483236,Delta Saúde 10861,Recife,AM,ME
10862,41460761145511,Brasil Obras 10862,Sobral,MA,ME
10863,41467401371498,Top Energia 10863,Belo Horizonte,MG,GRANDE
10864,33631355396391,Brasil Obras 10864,Rio de Janeiro,PR,MÉDIA
10865,87379568151117,Delta Saúde 10865,Recife,RN,ME
10866,18548836513660,Norte Transportes 10866,Rio de Janeiro,DF,EPP
10867,41631657111627,Norte Transportes 10867,Belém,MG,MÉDIA
10868,43525562211167,Rápida Logística 10868,Curitiba,MG,ME
10869,65203565541293,Omega Consultoria 10869,Fortaleza,MG,ME
10870,85990061135790,Prime Alimentação 10870,São Paulo,PE,MEI
10871,14465372533690,Max Limpeza 10871,Curitiba,CE,ME
10872,98355367120316,Sul Engenharia 10872,Juazeiro,SP,MÉDIA
10873,31716213348634,Omega Consultoria 10873,Sobral,SP,MÉDIA
10874,47504013386961,Alpha Serviços 10874,Salvador,RN,ME
10875,86858162591239,Beta Tecnologia 10875,São Paulo,SP,GRANDE
10876,61117908658389,Norte Transportes 10876,Fortaleza,PA,GRANDE
10877,95267046349791,Norte Transportes 10877,Porto Alegre,RN,ME
10878,83516836215359,Central Sistemas 10878,Porto Alegre,BA,MEI
10879,23698532541313,Central Sistemas 10879,Porto Alegre,PA,MÉDIA
10880,62927796373610,Prime Alimentação 10880,Sobral,DF,MEI
10881,44963188587077,Prime Alimentação 10881,Brasília,DF,MEI
10882,22280355529027,Digital Soluções 10882,Sobral,MA,EPP
10883,23845031209777,Beta Tecnologia 10883,Recife,PE,MÉDIA
10884,92757731696943,Central Sistemas 10884,Belém,BA,MEI
10885,95431488547357,Top Energia 10885,Brasília,AM,MÉDIA
10886,67107007688953,Prime Alimentação 10886,Belém,SC,MÉDIA
10887,53139724386170,Max Limpeza 10887,Salvador,RS,ME
10888,70511779492473,Digital Soluções 10888,Belo Horizonte,PA,MEI
10889,22407082474597,Prime Alimentação 10889,Juazeiro,RN,GRANDE
10890,76029667748286,Rápida Logística 10890,Belém,RJ,MEI
10891,64776323696252,Omega Consultoria 10891,Belo Horizonte,CE,ME
10892,84360684740256,CENTRAL SISTEMAS 10892,Recife,AM,ME
10893,21409742825339,Nova Segurança 10893,Juazeiro,CE,ME
10894,42312479212229,Norte Transportes 10894,São Paulo,DF,EPP
10895,21342258187711,Brasil Obras 10895,Recife,PE,ME
10896,36523989780286,Max Limpeza 10896,Brasília,CE,ME
10897,30457775481484,Top Energia 10897,Salvador,PA,MÉDIA
10898,73619121913947,Brasil Obras 10898,Juazeiro,MA,ME
10899,25170945228873,Rápida Logística 10899,São Paulo,DF,ME
10900,12364056514241,Beta Tecnologia 10900,Recife,DF,ME
10901,92706503998253,Delta Saúde 10901,Salvador,BA,MEI
10902,62213065440979,Rápida Logística 10902,Juazeiro,RS,ME
10903,36510860769890,Rápida Logística 10903,Recife,SP,EPP
10904,25452137303543,Central Sistemas 10904,Curitiba,CE,MEI
10905,84494330676727,Beta Tecnologia 10905,Belo Horizonte,SC,GRANDE
10906,43122178678995,Beta Tecnologia 10906,Manaus,BA,GRANDE
10907,50595907167019,Sul Engenharia 10907,Juazeiro,SC,MÉDIA
10908,12589025213346,Rápida Logística 10908,Rio de Janeiro,SC,EPP
10909,35335823370878,Gamma Construções 10909,Belém,CE,MEI
10910,52942669755958,Omega Consultoria 10910,Fortaleza,RN,EPP
10911,28460822953352,Beta Tecnologia 10911,Brasília,PA,EPP
10912,85246074187285,Beta Tecnologia 10912,Juazeiro,CE,MEI
10913,74435165324980,Gamma Construções 10913,Juazeiro,AM,MÉDIA
10914,76832379904028,Omega Consultoria 10914,Juazeiro,RJ,ME
10915,89717136785740,Beta Tecnologia 10915,Salvador,RS,MEI
10916,41536816329052,Top Energia 10916,Juazeiro,RS,MÉDIA
10917,90693042853822,Gamma Construções 10917,Rio de Janeiro,RJ,MÉDIA
10918,21817985153464,CENTRAL SISTEMAS 10918,Juazeiro,RS,EPP
10919,38281867784677,Gamma Construções 10919,Belém,RS,MEI
10920,27794186724778,Digital Soluções 10920,Curitiba,BA,MEI
10921,98834974750341,Delta Saúde 10921,Porto Alegre,GO,MEI
10922,99974101348281,Prime Alimentação 10922,Fortaleza,MG,EPP
10923,44038684941479,MAX LIMPEZA 10923,Curitiba,MA,MEI
10924,63971805292826,Alpha Serviços 10924,Porto Alegre,PA,EPP
10925,95297317821455,Omega Consultoria 10925,Sobral,MG,ME
10926,88966533804744,Sul Engenharia 10926,Belém,PR,MEI
10927,84453563816352,Max Limpeza 10927,Juazeiro,AM,MÉDIA
10928,11753741767140,Prime Alimentação 10928,Manaus,PR,GRANDE
10929,42822488742182,Rápida Logística 10929,Belém,RS,ME
10930,17908323841436,Gamma Construções 10930,São Paulo,AM,EPP
10931,60958523881529,Central Sistemas 10931,Belo Horizonte,CE,MEI
10932,29885087973143,Norte Transportes 10932,Sobral,RS,MEI
10933,95228187421465,Sul Engenharia 10933,Fortaleza,PA,MEI
10934,55921276985358,Central Sistemas 10934,Salvador,SC,MÉDIA
10935,55251666519643,Top Energia 10935,Salvador,SC,MEI
10936,49606667514477,Max Limpeza 10936,Juazeiro,DF,MÉDIA
10937,14131631550858,Alpha Serviços 10937,Curitiba,CE,MEI
10938,32811616799480,Omega Consultoria 10938,Manaus,PA,MÉDIA
10939,19856797434832,Delta Saúde 10939,São Paulo,DF,GRANDE
10940,28370623748952,Beta Tecnologia 10940,Porto Alegre,RS,MÉDIA
10941,81423115224597,Alpha Serviços 10941,Belo Horizonte,SC,MEI
10942,52601744327842,Digital Soluções 10942,Belo Horizonte,PA,EPP
10943,85729551738925,Brasil Obras 10943,São Paulo,PR,ME
10944,99111382217734,Delta Saúde 10944,Belém,MA,EPP
10945,75628321576649,Digital Soluções 10945,Belo Horizonte,SP,MEI
10946,93365173814495,Prime Alimentação 10946,Manaus,MG,GRANDE
10947,35430831865428,Max Limpeza 10947,Belém,MA,ME
10948,82529423593863,Norte Transportes 10948,Juazeiro,AM,MÉDIA
10949,12441532322630,Sul Engenharia 10949,Belo Horizonte,MA,EPP
10950,63831424249592,Nova Segurança 10950,Fortaleza,RJ,MÉDIA
10951,38804256786378,Norte Transportes 10951,Brasília,RN,MÉDIA
10952,59527351208634,Max Limpeza 10952,Rio de Janeiro,BA,GRANDE
10953,65068202582262,Max Limpeza 10953,Sobral,GO,MÉDIA
10954,32445800584217,Brasil Obras 10954,Juazeiro,SP,ME
10955,53582283182269,Norte Transportes 10955,Brasília,CE,MEI
10956,61011667866551,Central Sistemas 10956,Sobral,PE,ME
10957,24583297311682,Nova Segurança 10957,Salvador,GO,ME
10958,96240780155370,Max Limpeza 10958,Belém,BA,MEI
10959,53391199332055,Top Energia 10959,Rio de Janeiro,PA,EPP
10960,94221196277884,Prime Alimentação 10960,Juazeiro,MG,GRANDE
10961,18070579748416,Digital Soluções 10961,Recife,RN,ME
10962,15460805133581,Prime Alimentação 10962,Curitiba,AM,MEI
10963,61623371721223,Central Sistemas 10963,Rio de Janeiro,SC,EPP
10964,92932522827753,Central Sistemas 10964,Porto Alegre,PE,EPP
10965,90905743228736,Omega Consultoria 10965,Brasília,PE,GRANDE
10966,14358509248084,Nova Segurança 10966,Curitiba,SP,MEI
10967,46865068680788,Gamma Construções 10967,Brasília,PR,MEI
10968,78761859459740,Rápida Logística 10968,Rio de Janeiro,RJ,MÉDIA
10969,19750266846697,Brasil Obras 10969,Juazeiro,SC,MÉDIA
10970,55014492549685,Omega Consultoria 10970,Manaus,SP,EPP
10971,40813432465889,Gamma Construções 10971,Belo Horizonte,PA,MÉDIA
10972,44141747934524,Brasil Obras 10972,Sobral,CE,MEI
10973,54712401540737,Omega Consultoria 10973,Sobral,RN,GRANDE
10974,96672532534388,Delta Saúde 10974,Belém,RN,EPP
10975,29735375414052,Central Sistemas 10975,Fortaleza,MG,GRANDE
10976,60759049306437,Norte Transportes 10976,Manaus,PA,EPP
10977,65998247350677,Omega Consultoria 10977,São Paulo,MG,MÉDIA
10978,52940877972331,Brasil Obras 10978,Belém,RS,GRANDE
10979,85831341541117,Digital Soluções 10979,Recife,PA,MEI
10980,73464329290322,Alpha Serviços 10980,Porto Alegre,MG,MEI
10981,57852266807232,Gamma Construções 10981,Porto Alegre,PR,ME
10982,66073932112926,Norte Transportes 10982,Belo Horizonte,PE,ME
10983,69018185473318,Omega Consultoria 10983,Belém,BA,MEI
10984,55706204159497,Central Sistemas 10984,Porto Alegre,PR,GRANDE
10985,55795276404696,Gamma Construções 10985,Belo Horizonte,SP,MÉDIA
10986,60266787710618,Nova Segurança 10986,Rio de Janeiro,RS,MEI
10987,24288950140655,Rápida Logística 10987,Fortaleza,RJ,GRANDE
10988,85272027911461,Gamma Construções 10988,Juazeiro,BA,ME
10989,14881929663466,Top Energia 10989,Curitiba,BA,MÉDIA
10990,63738771749059,Prime Alimentação 10990,Curitiba,RS,ME
10991,73361052537623,Omega Consultoria 10991,Juazeiro,CE,EPP
10992,17195190916449,Gamma Construções 10992,Belo Horizonte,CE,ME
10993,39004419363814,Gamma Construções 10993,Recife,RN,EPP
10994,95059467174829,Digital Soluções 10994,Juazeiro,RN,EPP
10995,51181963422213,Top Energia 10995,Belo Horizonte,SC,MEI
10996,39623588801532,Top Energia 10996,Brasília,SP,GRANDE
10997,87924114424111,Rápida Logística 10997,São Paulo,PA,EPP
10998,19800922828946,Max Limpeza 10998,Porto Alegre,PA,EPP
10999,98308581809812,Brasil Obras 10999,São Paulo,PR,ME
11000,38123643752315,Gamma Construções 11000,Sobral,SP,ME
11001,99918466249680,Gamma Construções 11001,Rio de Janeiro,RN,GRANDE
11002,85644025554781,Delta Saúde 11002,Belo Horizonte,MA,MEI
11003,89634066760873,Beta Tecnologia 11003,Juazeiro,PR,MÉDIA
11004,44976345363187,Alpha Serviços 11004,Porto Alegre,PR,GRANDE
11005,30188780473055,Norte Transportes 11005,Porto Alegre,PE,EPP
11006,45164735435663,Nova Segurança 11006,Recife,SC,EPP
11007,39652118989725,Gamma Construções 11007,Belo Horizonte,DF,EPP
11008,45009533860652,Central Sistemas 11008,Fortaleza,RS,EPP
11009,73451304682139,Omega Consultoria 11009,Porto Alegre,SC,ME
11010,76972711313876,Norte Transportes 11010,Rio de Janeiro,SC,ME
11011,21532412724620,Gamma Construções 11011,Recife,BA,MEI
11012,88194846662813,Delta Saúde 11012,Rio de Janeiro,GO,MEI
11013,19793545268695,Prime Alimentação 11013,Juazeiro,CE,MÉDIA
11014,63051763351134,Top Energia 11014,Recife,PE,MÉDIA
11015,12322437282886,Alpha Serviços 11015,Rio de Janeiro,SP,ME
11016,63896096430711,Max Limpeza 11016,Belo Horizonte,BA,EPP
11017,40866929444520,Norte Transportes 11017,Belém,MG,MÉDIA
11018,64649747694398,Norte Transportes 11018,São Paulo,CE,ME
11019,42291403348383,Gamma Construções 11019,Belo Horizonte,SP,MÉDIA
11020,41536305667475,Norte Transportes 11020,Rio de Janeiro,PA,ME
11021,89192110386765,Central Sistemas 11021,Sobral,RS,EPP
11022,21798660801214,Prime Alimentação 11022,Belo Horizonte,DF,MEI
11023,72688534288051,Gamma Construções 11023,Curitiba,PE,MEI
11024,16870141719752,Prime Alimentação 11024,Rio de Janeiro,CE,MEI
11025,69725530412710,Omega Consultoria 11025,Rio de Janeiro,DF,ME
11026,62287737728769,Beta Tecnologia 11026,Curitiba,PR,EPP
11027,33594354744858,Rápida Logística 11027,Salvador,RS,MÉDIA
11028,28917238200138,Alpha Serviços 11028,Recife,SP,MEI
11029,12072025744411,Sul Engenharia 11029,Juazeiro,MG,MÉDIA
11030,14358479242339,Rápida Logística 11030,Belo Horizonte,SC,MEI
11031,11790325666821,Central Sistemas 11031,Fortaleza,PR,ME
11032,82288475603217,Brasil Obras 11032,Recife,GO,EPP
11033,46024554226297,Gamma Construções 11033,Recife,DF,ME
11034,63327447827743,Central Sistemas 11034,Juazeiro,RS,ME
11035,23209817311347,Rápida Logística 11035,Belo Horizonte,RS,GRANDE
11036,79347874487892,Norte Transportes 11036,Curitiba,RS,ME
11037,42590509309854,Gamma Construções 11037,Belo Horizonte,PR,EPP
11038,20002501702818,Alpha Serviços 11038,Belém,GO,MÉDIA
11039,67680073444241,Top Energia 11039,Manaus,PE,ME
11040,64976077734492,Prime Alimentação 11040,Sobral,PR,GRANDE
11041,36053685830684,Prime Alimentação 11041,São Paulo,DF,MEI
11042,58719711283924,Norte Transportes 11042,Rio de Janeiro,MA,MEI
11043,36526298725079,Max Limpeza 11043,Recife,DF,ME
11044,34057436556668,Top Energia 11044,Recife,SC,MÉDIA
11045,54168703875417,OMEGA CONSULTORIA 11045,Brasília,GO,EPP
11046,71550243807413,Central Sistemas 11046,Rio de Janeiro,SP,MEI
11047,46673041565228,Rápida Logística 11047,Belo Horizonte,SC,EPP
11048,89140826663934,Omega Consultoria 11048,Salvador,GO,ME
11049,49324429200817,Brasil Obras 11049,Porto Alegre,PE,ME
11050,77179412985234,Nova Segurança 11050,Belo Horizonte,DF,EPP
11051,32019568715455,Max Limpeza 11051,Recife,AM,EPP
11052,22549198700428,Gamma Construções 11052,Sobral,RN,ME
11053,20358042517775,Brasil Obras 11053,Rio de Janeiro,MA,MÉDIA
11054,56903787683331,Nova Segurança 11054,Belo Horizonte,PR,MEI
11055,54437760741557,Top Energia 11055,Manaus,SP,MÉDIA
11056,31566599959215,Rápida Logística 11056,Sobral,RJ,EPP
11057,91980804752019,RÁPIDA LOGÍSTICA 11057,Rio de Janeiro,MA,MÉDIA
11058,32967497431895,Central Sistemas 11058,Curitiba,BA,MÉDIA
11059,56509428332291,Norte Transportes 11059,Belo Horizonte,MG,EPP
11060,20620066834883,Top Energia 11060,São Paulo,SC,ME
11061,44783442138888,Beta Tecnologia 11061,Curitiba,RJ,ME
11062,97067964440326,Top Energia 11062,Fortaleza,SP,ME
11063,34407363222764,Central Sistemas 11063,Recife,DF,MEI
11064,56673191420267,Rápida Logística 11064,Manaus,SP,MÉDIA
11065,66016679110146,Alpha Serviços 11065,Salvador,PR,MEI
11066,87716456816186,Gamma Construções 11066,Brasília,GO,MEI
11067,95887986155234,Max Limpeza 11067,Curitiba,RN,MEI
11068,51345485558979,Prime Alimentação 11068,Curitiba,BA,EPP
11069,75198918735524,Beta Tecnologia 11069,Porto Alegre,PR,GRANDE
11070,70986752816276,Omega Consultoria 11070,Belém,RS,MEI
11071,62467475179423,Alpha Serviços 11071,Salvador,GO,GRANDE
11072,76883423881383,Sul Engenharia 11072,São Paulo,MG,MÉDIA
11073,48403112628425,Nova Segurança 11073,Salvador,RJ,EPP
11074,63262380275880,Digital Soluções 11074,Salvador,DF,EPP
11075,80695575146093,DELTA SAÚDE 11075,Juazeiro,PR,MEI
11076,81650285440350,Central Sistemas 11076,Belém,RS,MÉDIA
11077,17094526942618,Norte Transportes 11077,Porto Alegre,DF,MÉDIA
11078,93018302688991,Beta Tecnologia 11078,Rio de Janeiro,PR,MEI
11079,43367653906047,Norte Transportes 11079,Belém,SP,EPP
11080,40334263956651,Alpha Serviços 11080,Rio de Janeiro,PE,MEI
11081,53071389679159,NOVA SEGURANÇA 11081,São Paulo,SC,MEI
11082,58702524441124,Max Limpeza 11082,Juazeiro,GO,MEI
11083,99510867542196,Delta Saúde 11083,Juazeiro,RN,MEI
11084,51455174639458,NOVA SEGURANÇA 11084,Recife,BA,MÉDIA
11085,96917855199556,Prime Alimentação 11085,Belém,BA,MEI
11086,23817440881157,DELTA SAÚDE 11086,Recife,AM,MEI
11087,93073962347824,Brasil Obras 11087,Belo Horizonte,GO,MÉDIA
11088,66612851231143,Rápida Logística 11088,Brasília,RJ,MEI
11089,55784927751475,Brasil Obras 11089,Curitiba,GO,GRANDE
11090,69075530782245,Omega Consultoria 11090,Sobral,PA,ME
11091,35292878241870,Delta Saúde 11091,Salvador,PA,MÉDIA
11092,82792807593148,Alpha Serviços 11092,Curitiba,SC,ME
11093,68352754923498,Beta Tecnologia 11093,Recife,RJ,MEI
11094,27406083529087,Prime Alimentação 11094,Fortaleza,RS,GRANDE
11095,66953846834298,Digital Soluções 11095,Rio de Janeiro,DF,GRANDE
11096,19352424651057,Central Sistemas 11096,Belém,AM,ME
11097,35625784688219,Max Limpeza 11097,Brasília,SC,MEI
11098,54593397473144,Max Limpeza 11098,Porto Alegre,RJ,EPP
11099,65275658949394,Beta Tecnologia 11099,Salvador,SC,MÉDIA
11100,73073876397895,Prime Alimentação 11100,Recife,SP,ME
11101,99853462861587,Sul Engenharia 11101,Salvador,GO,EPP
11102,78410750752966,Delta Saúde 11102,São Paulo,AM,ME
11103,68147131450788,Central Sistemas 11103,Recife,AM,EPP
11104,67118661652076,Norte Transportes 11104,Brasília,RS,MÉDIA
11105,16775955926961,Nova Segurança 11105,Belém,DF,MEI
11106,94995992192530,Nova Segurança 11106,Rio de Janeiro,SP,MEI
11107,95437095723467,Prime Alimentação 11107,Brasília,CE,EPP
11108,46388314600058,Alpha Serviços 11108,Rio de Janeiro,RJ,MÉDIA
11109,73297412276317,Rápida Logística 11109,Fortaleza,RS,ME
11110,38176811408278,MAX LIMPEZA 11110,São Paulo,MA,EPP
11111,70784754522863,Norte Transportes 11111,Rio de Janeiro,DF,ME
11112,31712113549359,Sul Engenharia 11112,Belém,RS,MEI
11113,32746689252556,Gamma Construções 11113,Juazeiro,CE,GRANDE
11114,94670997515490,Top Energia 11114,Belo Horizonte,MG,ME
11115,86613928770289,Digital Soluções 11115,Manaus,BA,EPP
11116,47015391783222,Sul Engenharia 11116,Juazeiro,SP,ME
11117,38767595609913,Norte Transportes 11117,São Paulo,SP,MEI
11118,78872289932719,Sul Engenharia 11118,Recife,RS,MÉDIA
11119,99281101179321,Norte Transportes 11119,Porto Alegre,BA,ME
11120,78617160716993,Alpha Serviços 11120,São Paulo,PE,GRANDE
11121,48263187615223,Omega Consultoria 11121,Recife,AM,ME
11122,72265306998163,Norte Transportes 11122,Curitiba,BA,MEI
11123,93990595454197,Norte Transportes 11123,Porto Alegre,AM,MÉDIA
11124,58300319229442,Omega Consultoria 11124,Recife,MA,EPP
11125,54273206160389,Central Sistemas 11125,Curitiba,DF,EPP
11126,31525248707591,Digital Soluções 11126,Rio de Janeiro,DF,MÉDIA
11127,49114161648355,Prime Alimentação 11127,São Paulo,RJ,EPP
11128,78774112134742,Beta Tecnologia 11128,Belo Horizonte,CE,ME
11129,65036545182286,Delta Saúde 11129,Salvador,DF,MÉDIA
11130,66883944102511,Top Energia 11130,Recife,SC,EPP
11131,24396820697456,Rápida Logística 11131,Juazeiro,DF,EPP
11132,53407037604854,Central Sistemas 11132,Brasília,GO,ME
11133,40901710106512,Top Energia 11133,São Paulo,CE,MÉDIA
11134,72013004769131,Sul Engenharia 11134,São Paulo,SC,EPP
11135,31863260467067,Brasil Obras 11135,Sobral,SC,EPP
11136,63412771603113,Central Sistemas 11136,São Paulo,GO,EPP
11137,48775426777362,Omega Consultoria 11137,Manaus,RS,MEI
11138,82621940725490,Gamma Construções 11138,Manaus,RS,ME
11139,61501988612359,Brasil Obras 11139,São Paulo,GO,MÉDIA
11140,33809866492425,Top Energia 11140,São Paulo,GO,MÉDIA
11141,48703106234753,Rápida Logística 11141,Sobral,DF,GRANDE
11142,95873684506875,Sul Engenharia 11142,Rio de Janeiro,BA,ME
11143,49512212915228,Top Energia 11143,São Paulo,CE,ME
11144,85086934752289,RÁPIDA LOGÍSTICA 11144,Sobral,RS,MEI
11145,21965722905290,Sul Engenharia 11145,São Paulo,MG,GRANDE
11146,36634992662262,Gamma Construções 11146,São Paulo,RJ,EPP
11147,14401061572668,Digital Soluções 11147,Sobral,PA,EPP
11148,28456919425362,Nova Segurança 11148,Rio de Janeiro,SC,MÉDIA
11149,93678835154593,Nova Segurança 11149,Porto Alegre,RS,MEI
11150,83455817861214,Beta Tecnologia 11150,Belém,BA,EPP
